,Code,SMILES
7453,HTS00864,O/N=C(CN1CCCCC1)/C2=CC=C([N+]([O-])=O)C=C2
7454,HTS00878,OC(CC1(CCCCC1)CN(C)C)=O.Cl
7455,HTS00901,OC[C@]1(C[C@@H]2C3)C[C@]3(Br)C[C@@H](C2)C1
7456,HTS00734,O=S(OC(C1)[C@H]2C(COS(C(C=C3)=CC=C3C)(=O)=O)C[C@@H]1C2)(C4=CC=C(C)C=C4)=O
7457,HTS00777,OC(C(CCC1)C1C(O)=O)=O
7458,HTS00792,O[C@H]1C[C@@](CCCC2)([H])C2CC1
7459,HTS00807,O=C(OCC1=CC=CC=C1)[C@@](NC([C@@](CCCCNC(OCC2=CC=CC=C2)=O)([H])NC(OCC3=CC=CC=C3)=O)=O)([H])CC4=CC=CC=C4
7460,HTS00835,O=C(OCC1=CC=CC=C1)[C@@](NC([C@](CCCCNC(OCC2=CC=CC=C2)=O)([H])NC(OCC3=CC=CC=C3)=O)=O)([H])CC4=CC=CC=C4
7461,HTS00852,O=C(OCC1=CC=CC=C1)[C@](NC([C@@](CCCCNC(OCC2=CC=CC=C2)=O)([H])NC(OCC3=CC=CC=C3)=O)=O)([H])CC4=CC=CC=C4
7462,HTS00865,O=C(OCC1=CC=CC=C1)[C@](NC([C@](CCCCNC(OCC2=CC=CC=C2)=O)([H])NC(OCC3=CC=CC=C3)=O)=O)([H])CC4=CC=CC=C4
7463,HTS00879,OC1(C2=CC=C(Cl)C=C2)CCN(CC1)CCCC(C3=CC=C(F)C=C3)=O
7464,HTS00908,O=[N+]([O-])C1=CC([N+]([O-])=O)=CC=C1NN=C(CC2)CCN2C(OCC)=O
7465,HTS00735,O=C(N1)N(C=C(/C=C/C(OC)=O)C1=O)C(OC2)C(O)C2CO
7466,HTS00779,COC(C=C1)=CC2=C1NC(C(N3CCN(CCC3)CC4=CC=C(F)C=C4)=O)=C2
7467,HTS00797,O=C(N1)/C(NC1=O)=C/C(C=C2)=CC(OC)=C2O
7468,HTS00808,O=C(N1)/C(NC1=O)=C/C(C=C2)=CC=C2O
7469,HTS00839,O=C(N1)/C(NC1=O)=C/C2=C(C)C=C(O)C=C2C
7470,HTS00853,O=C(CCCCCCCCC=C)CCCCCCCC(O)=O
7471,HTS00868,O=C(NC1=O)N(C=C1I)[C@@H](C[C@@H]2O)O[C@@H]2CS(C3=CC=C(C)C=C3)(=O)=O
7472,HTS00880,S=C(NC1=CC=C(Cl)C=C1Cl)NC(CN2C=CN=C2)C3=CC=CC=C3
7473,HTS00909,O=C(C1=CC=CN=C1)C2=CC=CC=C2
7474,HTS00748,CC(C)(C)CCCCCCCCCCCC(O)=O
7475,HTS00783,CC(CCCCC(C)(C)C(O)=O)(C)C(O)=O
7476,HTS00798,OC1(CC(C(C=C2)=CC3=C2OCO3)=O)C(C=C4Br)=C(C=C4)NC1=O
7477,HTS00810,OC(C(CCCC1)C1=O)(C(N2)=O)C3=C2C=CC(Br)=C3
7478,HTS00841,OC1(CC(C2=CC([N+]([O-])=O)=CC=C2)=O)C3=CC(Br)=CC=C3NC1=O
7479,HTS00856,OC(C(N1)=O)(CC(C2=CC=C(C3=CC=CC=C3)C=C2)=O)C4=C1C=CC(Br)=C4
7480,HTS00869,OC(C(N1)=O)(CC(C(C=C2)=CC=C2F)=O)C3=C1C=CC(Br)=C3
7481,HTS00910,OC(C(N1)=O)(CC(C(C=C2)=CC=C2OC)=O)C3=C1C=CC(Br)=C3
7482,HTS00749,O=C1/C(C2=CC(Br)=CC=C2N1)=C\C(C3=CC=C(C4=CC=CC=C4)C=C3)=O
7483,HTS00768,O=C1/C(CCC/C1=C\C2=CC=C(Cl)C(Cl)=C2)=C/C(C=C3)=CC(Cl)=C3Cl
7484,HTS00784,O=C1/C(C(C=C2Br)=C(C=C2)N1)=C/C(C3=CC([N+]([O-])=O)=CC=C3)=O
7485,HTS00800,O=C1/C(C2=CC(Br)=CC=C2N1)=C\C(C(C=C3)=CC4=C3OCO4)=O
7486,HTS00813,O=C(OC(C)C1=CN=CC=C1)C2=CC=C([N+]([O-])=O)C=C2
7487,HTS00842,CC(OC(C1=CC=CC(Cl)=C1)=O)C2=CC=C[N+](C)=C2.[I-]
7488,HTS00858,O=[N+]([O-])C1=C(N/N=C(C)/C2=CN=CC=C2)C=CC([N+]([O-])=O)=C1
7489,HTS00872,CC(OC(C1=CC=NC2=CC=C(OC)C=C12)C(CC3CC4)N4CC3C=C)=O
7490,HTS00888,FC1=CC(/N=N/N2C(CC3=CC(OC)=C(OC)C=C3)C4=CC(OC)=C(OC)C=C4CC2)=CC=C1
7491,HTS00911,ClC1=CC(/N=N/N2C(CC3=CC(OC)=C(OC)C=C3)C4=CC(OC)=C(OC)C=C4CC2)=CC=C1
7492,HTS00750,C/C(C1=CC=CN=C1)=N\NC(C2=CC=CN=C2)=O
7493,HTS00769,S=C(NNC(C1=CC=CN=C1)=O)NC2=CC=CC(C(F)(F)F)=C2
7494,HTS00786,CN(C)C1=CC=C(/C=N/NC(C2=CC=CN=C2)=O)C=C1
7495,HTS00801,O=C(N/N=C/C1=CC=C(OC)C=C1)C2=CN=CC=C2
7496,HTS00828,O=C(NNC(C1=CC=CN=C1)=O)C2=CC(Cl)=CC=C2
7497,HTS00843,FC(F)(F)C1=CC(NC2=NN=C(S2)C3=CN=CC=C3)=CC=C1
7498,HTS00860,NC(C1=C(C=C2Br)C(C=C2)=NC(C3=CC=CC=C3)=C1)=O
7499,HTS00873,N#CC1=CC(C2=CC=CC=C2)=NC3=CC=C(Br)C=C31
7500,HTS00891,OC(C1=CC(C2=CC=CN=C2)=NC3=CC=C(Br)C=C31)=O
7501,HTS00912,O=C(OC(C)(C)C)N(CC1)CCC1NC2=CC=C(OC)C=C2
7502,HTS00761,N#CC1=C(NN=C1C2=CC=C(Cl)C=C2)N
7503,HTS00773,O=C(N)C1=CC(OCO2)=C2C=C1
7504,HTS00787,CC(N(C1=CC=C(F)C=C1)N=C2)=C2C(O)=O
7505,HTS00802,O=C(OCC1=CC=CC=C1)N(CC2)CCC2C(N)=O
7506,HTS00832,CC(N(C1=CC=C(OC)C=C1)N=C2)=C2C(O)=O
7508,HTS00862,O=C(OCC)C1=C(N)SC=C1C2=CC=C(Br)C=C2
7509,HTS00874,CC1=C(C(O)=O)C(C2=CC=CC=C2)=NO1
7510,HTS00892,CC1=C(CO)C(C2=CC=CC=C2)=NO1
7511,KM01045,CC1=CC(C(O)=O)=C(O1)C(F)(F)F
7512,KM01061,O=C(C1=CC=C2C(CCO2)=C1)O
7513,KM01073,O=C(O)C1=CC=C2OCCOC2=C1
7514,KM01092,O=C(O)C1=C(OCCO2)C2=CC=C1
7515,KM01116,OCC1=C(OCCO2)C2=CC=C1
7516,KM01134,O=C(O)C1OC2=CC=CC=C2OC1
7517,KM01149,OCC1OC2=C(OC1)C=CC=C2
7518,KM01163,O=C(O)C1=CC(OCO2)=C2C=C1
7519,KM01185,OCC1=CC2=C(C=C1)OCO2
7520,KM01208,FC1=CC(CO)=C(OCOC2)C2=C1
7521,KM01046,OC(C(S1)=CC=C1C2=NC=CC=C2)=O
7522,KM01063,OCC(S1)=CC=C1C2=NC=CC=C2
7523,KM01074,O=S(N(C1=C2C=CC=C1)C=C2C(O)=O)(C3=CC=CC=C3)=O
7524,KM01096,O=S(N(C1=C2C=CC=C1)C=C2CO)(C3=CC=CC=C3)=O
7525,KM01117,O=S(N1C(C(O)=O)=CC2=C1C=CC=C2)(C3=CC=CC=C3)=O
7526,KM01136,O=S(N1C(CO)=CC2=C1C=CC=C2)(C3=CC=CC=C3)=O
7527,KM01151,O=C(O)C1=NC(C=CC=C2)=C2C=C1
7528,KM01166,OCC1=NC2=C(C=C1)C=CC=C2
7529,KM01186,O=C(O)C1=CC2=CC=CN=C2C=C1
7530,KM01217,O=C(O)C1=CC=NC2=C1C=CC=C2
7531,KM01047,OC(C1=CC2=CC=CC=C2C=N1)=O
7532,KM01064,CC(S1)=NC(C)=C1C(O)=O
7533,KM01077,O=C(O)C(C=C1)=CC2=C1N=CS2
7534,KM01102,OCC1=NC2=CC=CC=C2S1
7535,KM01118,NCC1=NC2=CC=CC=C2S1.Cl
7536,KM01139,O=C(O)C(O1)=CC2=C1C=CC=C2
7537,KM01152,O=C(C1=CC(C=CO2)=C2C=C1)O
7538,KM01167,O=C(OCC1=CC=CC=C1)N(CC2)CCC2C(O)=O
7539,KM01188,OC(C1=CC2=NSN=C2C=C1)=O
7541,KM01048,OC(C1=CC2=NON=C2C=C1)=O
7542,KM01065,OCC1=CC2=NON=C2C=C1
7543,KM01078,OC(C1=C(C2=CC=CC=C2)OC=N1)=O
7544,KM01104,OCC1=C(C2=CC=CC=C2)OC=N1
7545,KM01123,O=C(O)C1=CC=C(C2=CC=CC=C2)S1
7546,KM01142,OC(C1=CSC(C2=CC=CS2)=N1)=O
7547,KM01153,OCC1=CSC(C2=CC=CS2)=N1
7548,KM01169,O=C(C1=CC(C2=CC=CS2)=CN=C1)O
7549,KM01189,O=C(O)C1=CC2=NC=CN=C2C=C1
7550,KM01222,O=C(C1=CC=C(C2=CC=CS2)C=C1)O
7551,KM01052,COC1=CC=CC=C1NS(C2=CC=C(Cl)S2)(=O)=O
7552,KM01068,O=C(O)C1=CC2=C(C=CC=C2)S1
7553,KM01080,OC(C1=CSC2=C1C=CC=C2)=O
7554,KM01107,NCC1=CSC2=C1C=CC=C2.Cl
7555,KM01127,NC(C1=CSC2=C1C=CC=C2)=N.Cl
7556,KM01143,OC(C(OCC1)CN1CC2=CC=CC=C2)=O.Cl
7557,KM01155,OC(C1=CNC2=C1C=CC=C2)=O
7558,KM01176,O=C(C1=CC(C=CC=C2)=C2N1)O
7559,KM01194,O=C(O)C1=CC(OCCCO2)=C2C=C1
7560,KM01223,O=C(OCC1=CC=CC=C1)N2C(C(O)=O)CC3=CC=CC=C23
7561,KM01054,OCC(CC1=C2C=CC=C1)N2C(OCC3=CC=CC=C3)=O
7562,KM01069,OC(C1=CSC(C2=CC=CN=C2)=N1)=O
7563,KM01083,OC(C1=NOC(C2=CSC(C)=N2)=C1)=O
7564,KM01110,OCC1=NOC(C2=CSC(C)=N2)=C1
7565,KM01129,O=C(C1=CC=C(C2=CN=CO2)C=C1)O
7566,KM01144,O=C(C(S1)=CC=C1C2=CC=CS2)O
7567,KM01156,CC(N(N=C1C)C)=C1C(O)=O
7568,KM01177,CC1=C(C(O)=O)C=C(C2=CC=CC=C2)O1
7569,KM01199,CC1=C(C(O)=O)C=NN1C2=CC=CC=C2
7570,KM01225,CC1=C(CO)C=NN1C2=CC=CC=C2
7571,KM01055,OC(C1=CC=CC=C1C2=C(C)NN=C2C)=O
7572,KM01070,CC1=NN(C2=CC=CC=C2)N=C1C(O)=O
7573,KM01086,CC1=NN(C2=CC=CC=C2)N=C1CO
7574,KM01114,OC(C1=CC=C(C2=CSN=N2)C=C1)=O
7575,KM01131,NCC1=CC=C(C2=CSN=N2)C=C1.Cl
7576,KM01147,OC(C1=CC=C(C=C1)N2CCOCC2)=O
7577,KM01157,OCC1=CC=C(C=C1)N2CCOCC2
7578,KM01178,O=C(O)C(C=C1)=CN=C1N2CCOCC2
7579,KM01200,O=C(OC)C1=CC=C(N2CCOCC2)N=C1
7580,KM01226,CC1=C(C(O)=O)OC(C2=CC=CC=C2)=N1
7581,KM01059,OCC(S1)=CC=C1C2=CSC(C)=N2
7582,KM01071,OC(C1=CSC(C2=CC=CC=C2)=N1)=O
7583,KM01090,OCC1=CSC(C2=CC=CC=C2)=N1
7584,KM01115,OC(C1=CC=C(C=C1)N2N=CC=C2)=O
7585,KM01133,OCC1=CC=C(C=C1)N2N=CC=C2
7586,KM01148,NCC1=CC=C(C=C1)N2C=CC=N2
7587,KM01160,NC1=CC=C(C=C1)N2C=CC=N2
7588,KM01184,OC(C1=CC=C(C=C1)N2C=CN=C2)=O
7589,KM01207,OCC1=CC=C(C=C1)N2C=CN=C2
7590,KM01228,OC(C1=CC=C(C=C1)N2N=CN=C2)=O
7591,CD04872,OCC1=CC=C(C=C1)N2N=CN=C2
7592,CD04889,NC1=CC=C(C=C1)N2N=CN=C2
7593,CD04932,O=C(O)C1=CC=C(C=C1)N2CCN(C)CC2
7595,CD05026,NC1=CC(C2=CSC(C)=N2)=CC=C1
7596,CD05036,O=C(O)C1=CN=C(OC2=CC=CC=C2)C=C1
7597,CD05092,NC1=CN=C(C=C1)OC2=CC=CC=C2
7598,CD05112,CC1=C(C(O)=O)SC(C2=NC=CN=C2)=N1
7599,CD05127,O=C(O)C(C(C1=CC=CC=C1)=N2)=CN=C2C
7601,CD04876,OCC1=CN=C(C2=CC=CC=C2)N=C1C
7602,CD04890,CC1=NOC(C2=CC=CC=C2)=C1C(O)=O
7603,CD04938,CC1=NOC(C2=CC=CC=C2)=C1CO
7604,CD05014,OCC1CCN(CC1)C2=NC=CC=N2
7605,CD05027,O=C(OCC)C(C=C1)=CC=C1OC2=CC=C(C)N=N2
7606,CD05037,O=C(O)C1=C(C2=CC=CC=C2)N=NS1
7607,CD05093,OCC1=C(C2=CC=CC=C2)N=NS1
7608,CD05113,OC(C1=CC(N2C=CC=C2)=CC=C1)=O
7609,CD05128,OCC1=CC(N2C=CC=C2)=CC=C1
7610,CD05142,O=C(O)C1=C(N2C=CC=C2)C=CS1
7611,CD04879,CN1C(S2)=C(C(C)=N1)C=C2C(O)=O
7612,CD04894,CN1C(S2)=C(C(C)=N1)C=C2CO
7613,CD04944,OCC1=NOC(C2=CC=CS2)=C1
7614,CD05015,O=C(C1=CC(N=NN2C)=C2C=C1)O
7615,CD05028,OCC1=CC(N=NN2C)=C2C=C1
7616,CD05056,O=C(O)C1CC(C=CC=C2)=C2O1
7617,CD05094,O=C(O)C1=CC2=CC=CC=C2OC1
7618,CD05116,O=C(O)C1=CC(C2=CC=CC=C2)=CN=C1
7619,CD05133,OC(C1=CC=CC=C1N2CCOCC2)=O
7620,CD05143,OCC1=CC=CC=C1N2CCOCC2
7621,CD04880,O=C(O)C1=CC=NN1C2=CC=CC=C2
7622,CD04897,O=C(O)C1=CC=CN=C1N2CCOCC2
7623,CD04945,OCC1=CC=CN=C1N2CCOCC2
7624,CD05017,NC1=CC=CN=C1N2CCOCC2
7625,CD05029,O=C(OCC1=CC=CC=C1)N(CCC2)CC2C(O)=O
7626,CD05059,CC1=CC(C(O)=O)=C(C)N1C2CC2
7627,CD05095,OCC(C=C1)=CC=C1N2C=CC=C2
7628,CD05118,NCC(C=C1)=CC=C1N2C=CC=C2
7629,CD05134,CC1(C)CC2=C(C(C(O)=O)=CC=C2)O1
7630,CD05144,OC(C1=CC=CC2=C1C=CN2)=O
7631,CD04884,NC1=CC(C2=CC=NC(C)=N2)=CC=C1
7632,CD04898,OC(C1=C(C=CC=C1)N2C=CC=C2)=O
7633,CD04956,OC(C(C=C1)=CC=C1COC2=CC=CC=C2)=O
7634,CD05018,COC1=CC(OC)=C(Cl)C=C1NC(CC(SC2=N)C(N2)=O)=O
7635,CD05031,BrC(C(C)=C1C)=C(C)C(C)=C1C
7636,CD05070,N#CCC(C(C)=C1C)=C(C(C)=C1C)C
7637,CD05099,O=C(C1=C2C=CC=C1)N(CC(C(C)=C3C)=C(C)C(C)=C3C)C2=O
7638,CD05121,CC1=C(C)C(C)=C(C)C(C)=C1CN(CC2)CCC2C
7639,CD05135,CC(C(C)=C1C)=C(C(C)=C1C)CN2CC(C)CCC2
7640,CD05147,CC(C(C)=C1C)=C(C(C)=C1C)CN2C(C)CCCC2
7641,CD04885,CC1=C(C)C(C)=C(C)C(C)=C1CN2CCCCC2
7642,CD04905,O=C(NC1=O)C(C(N1)=O)=CC(C=C2)=C(Cl)C=C2Cl
7643,CD04960,O=C(NC1=O)C(C(N1)=O)=CC2=CC=CC=C2
7644,CD05022,O=C(NC1=O)C(C(N1)=O)=CC(C=C2)=CC(Cl)=C2Cl
7645,CD05032,O=C(NC1=O)C(C(N1)=O)=CC2CCC=CC2
7646,CD05074,O=C(NC1=O)C(C(N1)=O)=C/C=C/C2=CC=CC=C2
7647,CD05102,COC1=C(C=CC=C1OC)C=C(C(N2)=O)C(NC2=O)=O
7648,CD05124,O=C(NC1=O)C(C(N1)=O)=CC2=C(Cl)C=CC=C2
7649,CD05137,O=C(NC1=O)C(C(N1)=O)=CC2=C(C=CC=C3)C3=CC=C2
7650,CD05148,O=C1N/C(SC1CC(NC2=C(Cl)C=CC=C2)=O)=N\C3=CC=CC=C3
7651,CD04887,O=C1N/C(SC1CC(NC2=C(Cl)C=CC(Cl)=C2)=O)=N\C3=CC=CC=C3
7652,CD04908,O=C1N/C(SC1CC(NCC2=CC=CC=C2)=O)=N\C3=CC=CC=C3
7653,CD04972,O=C1N/C(SC1CC(NC2=CC=CC(Cl)=C2)=O)=N\C3=CC=CC=C3
7654,CD05023,O=C(NC1=O)C(C(N1)=O)=CC(C=C2)=CC(OC)=C2OC
7655,CD05034,O=C(NC1=O)C(C(N1)=O)=CC2=CC(OCO3)=C3C=C2
7656,CD05075,O=C(NC1=O)C(C(N1)=O)=CC2=CC(OC)=C(OC)C(OC)=C2
7657,CD05103,CC(C(C)=C1C)=C(CSC(NCC)=N)C(C)=C1C.Cl
7658,CD05125,CC(C(C)=C1C)=C(CSC(NC2=CC=CC=C2)=N)C(C)=C1C.Cl
7659,CD05139,CC(C(C)=C1C)=C(C(C)=C1C)CN2CCCC2
7660,CD05154,FC1=CC=C(CSC(N)=N)C=C1.Cl
7661,CD04888,N=C(NC1=CC=CC=C1)SCC(C=C2)=CC=C2[N+]([O-])=O.Br
7662,CD04918,O=C(CC#N)N(CC1)CCC1C
7663,CD04975,O=[N+]([O-])C1=CC(C2=CSC(NC3=CC(Cl)=C(Cl)C=C3Cl)=N2)=CC=C1
7664,CD05024,CC1=CC(CSC(NC2=CC=CC=C2)=N)=C(C)C=C1CSC(NC3=CC=CC=C3)=N.Cl.Cl
7665,CD05035,CC(C(C)=C1C)=C(CN(CC)CC)C(C)=C1C
7666,CD05079,O=C(CC#N)NC1=CC(C(F)(F)F)=CC=C1
7667,CD05104,O=C1N/C(SC1CC(NC2=CC=CC=C2)=O)=N\C3=CC=CC=C3
7668,CD05126,C=CCNC1=NC(C2=CC=CC=C2)=CS1.Br
7669,CD05140,C1(N=C2NC3=CC=CC=C3)=C(S2)CC4=CC=CC=C14.Br
7670,CD05156,ClC1=CC(Cl)=C(Cl)C=C1NC2=NC3=C(S2)CC4=CC=CC=C34.Br
7671,BTB04267,NC1=NC(C2=CC=C3C(C=CC=C3)=C2)=CS1.Br
7672,BTB04278,O=C(NC1=O)C(C(N1)=O)=CC(C=C2)=CC(Br)=C2OC
7673,BTB04291,ClC1=CC=CC(CSC2=NCCN2)=C1.Cl
7674,BTB04319,O=C(NC1=O)C(C(N1)=O)=CC2=CC=NC=C2
7675,BTB04332,O=C(NC1=O)C(C(N1)=O)=CC(C=C2)=CC(OC)=C2O
7676,BTB04347,O=C(NC1=O)C(C(N1)=O)=CC(C=C2)=CC(OCC)=C2O
7677,BTB04364,O=C(NC1=O)C(C(N1)=O)=CC2=CC=CC(OCC3=CC=CC=C3)=C2
7678,BTB04379,O=C(NC1=O)C(C(N1)=O)=CC(C=C2)=CC=C2N(C)C
7679,BTB04388,O=C(NC1=O)C(C(N1)=O)=CC(C=C2)=CC(O)=C2O
7680,BTB04409,O=C(NC1=O)C(C(N1)=O)=CC2=CC=CO2
7681,BTB04268,O=C(NC1=O)C(C(N1)=O)=CC2=C(Cl)C=CC=C2Cl
7682,BTB04280,O=C(NC1=O)C(C(N1)=O)=CC2=CC(O)=CC=C2
7683,BTB04293,O=C(NC1=O)C(C(N1)=O)=CC2=CC(Cl)=CC=C2
7684,BTB04320,BrC1=CC=C(C=C1)CSC(NC2=CC=CC=C2)=N.Br
7685,BTB04333,N=C(SCC1=CC=C(C=C1)C#N)NC2=CC=CC=C2.Br
7686,BTB04348,N#CC1=CC=C(C=C1)CSC2=NCCN2.Br
7687,BTB04365,COC1=CC=C(Br)C=C1C=C(C(N2)=O)C(NC2=O)=O
7688,BTB04380,BrC1=CC=C(OCC)C(C=C(C(N2)=O)C(NC2=O)=O)=C1
7689,BTB04390,O=C(NC1=O)C(C(N1)=O)=CC2=CC([N+]([O-])=O)=CC=C2
7691,BTB04269,CCOC1=C(C=CC=C1)C=C(C(N2)=O)C(NC2=O)=O
7692,BTB04281,NC(SCC1=CC=C(C#N)C=C1)=N.Br
7693,BTB04295,N#CC1=CC=C(C=C1)CSC2=NCCCN2.Br
7694,BTB04322,N#CC(C(SCC(C1=CC=CC=C1)=O)=NS2)=C2SCC(C3=CC=CC=C3)=O
7695,BTB04334,N#CC(C(SCC(C(C=C1)=CC=C1[N+]([O-])=O)=O)=NS2)=C2SCC(C(C=C3)=CC=C3[N+]([O-])=O)=O
7696,BTB04349,CC1(C)C2=CC(C(CSC3=NSC(SCC(C4=C(CC)C=C5C(C)(C)CCC(C)(C)C5=C4)=O)=C3C#N)=O)=C(CC)C=C2C(C)(C)CC1
7697,BTB04366,NC1=NC(C2=CC=CC=C2)=CS1
7698,BTB04381,N#CC1=C(SCC(C(C=C2)=CC=C2Br)=O)SN=C1SCC(C(C=C3)=CC=C3Br)=O
7699,BTB04394,N#CC1=C(SCC(C2=CC=CC([N+]([O-])=O)=C2)=O)SN=C1SCC(C3=CC=CC([N+]([O-])=O)=C3)=O
7700,BTB04411,N#CC1=C(SCC(C2=CC=C(F)C=C2)=O)SN=C1SCC(C3=CC=C(F)C=C3)=O
7701,BTB04270,N#CC1=C(SCC#C)SN=C1SCC#C
7702,BTB04284,N#CC1=C(SCC#N)SN=C1SCC#N
7703,BTB04299,O=C(NC1=S)C(C(N1)=O)=CC(C=C2)=CC(Br)=C2OC
7704,BTB04327,O=C(NC(NC1=O)=S)C1=CC2=CC=CO2
7705,BTB04342,O=C(NC1=S)C(C(N1)=O)=CC2=CC=C(OC)C=C2
7706,BTB04350,O=C(NC1=S)C(C(N1)=O)=CC(C=C2)=CC(OC)=C2O
7707,BTB04367,O=C(NC1=S)C(C(N1)=O)=C/C=C/C2=CC=CC=C2
7708,BTB04382,N#CC(C(SC(N(CC)CC)=S)=NS1)=C1SC(N(CC)CC)=S
7709,BTB04395,N#CC(C#N)=CNC1=NC=CC=C1
7710,BTB04412,CC1(C)C(C=C2C3=CN=C(NC4=CC=CC=C4)S3)=C(C(C)(C)CC1)C=C2CC.Br
7711,BTB04272,O=C(NC1=O)C(C(N1)=O)=CC2=CC=C(Cl)C=C2
7712,BTB04285,COC1=CC=C(OC)C=C1C=C(C(N2)=O)C(NC2=O)=O
7713,BTB04308,COC1=C(C=CC=C1OC)C=C(C(N2)=O)C(NC2=S)=O
7714,BTB04328,O=C(NC1=S)C(C(N1)=O)=CC2=CC=C(OCC)C=C2
7715,BTB04343,O=C(NC1=S)C(C(N1)=O)=CC(C=C2)=CC(O)=C2O
7716,BTB04351,O=C(NC1=S)C(C(N1)=O)=CC(C=C2OC)=CC(OC)=C2OC
7717,BTB04368,BrC1=CC=C(OCC)C(C=C(C(N2)=O)C(NC2=S)=O)=C1
7718,BTB04383,CC1=NC(C(C=C2)=CC=C2C)=CS1.Br
7719,BTB04396,CC1=NC(C2=CC=CC=C2)=CS1.Br
7720,BTB04413,CC1=NC(C(C=C2)=CC=C2Br)=CS1.Br
7721,BTB04273,O=C(NC1=S)C(C(N1)=O)=CC2=CC=C(O)C=C2
7722,BTB04286,O=S(C1=CC=C(NC(NC(C=C2)=CC(F)=C2C)=S)C=C1)(N3CCCCC3)=O
7723,BTB04310,S=C(NC1=CC=C(S(N2CCCCC2)(=O)=O)C=C1)NC3=CC(OCO4)=C4C=C3
7724,BTB04329,O=S(C1=CC=C(NC(NC2=CC=C(C#N)C=C2)=S)C=C1)(N3CCCCC3)=O
7725,BTB04344,O=S(C(C=C1)=CC=C1NC(NCCC(C=C2)=CC(OC)=C2OC)=S)(N3CCCCC3)=O
7726,BTB04355,O=S(C1=CC=C(NC(NN(C)C)=S)C=C1)(N2CCCCC2)=O
7727,BTB04369,COC1=CC(OC)=CC(OC)=C1C=C(C(N2)=O)C(NC2=S)=O
7728,BTB04384,C#CC1(CCCCC1)NC(NC2=CC=C(S(N3CCCCC3)(=O)=O)C=C2)=S
7729,BTB04400,BrC1=CC(/C=N/C(CC)(C#C)CC)=C(OCC)C=C1
7730,BTB04414,O=C(NC1=S)C(C(N1)=O)=CC(C=C2)=CC(OC)=C2OC
7731,BTB04274,O=C(NC1=S)C(C(N1)=O)=CC2=C(Cl)C=CC=C2Cl
7732,BTB04289,O=C(NC1=S)C(C(N1)=O)=CC(C=C2)=CC=C2C(C)C
7733,BTB04316,O=C(NC1=S)C(C(N1)=O)=CC2=C(C=CC=C3)C3=CC=C2
7734,BTB04330,CC(NC1=CC=C(/C=N/C(C=C2)=CC=C2C(C)C)C=C1)=O
7735,BTB04345,OC(C=C1)=C(C=C1Cl)/C=N/C2=CC(NN=C3)=C3C=C2
7736,BTB04360,O=[N+]([O-])C(C=C1[N+]([O-])=O)=C(C=C1C)N(CC2)CCC2C
7737,BTB04371,O=[N+]([O-])C1=CC([N+]([O-])=O)=C(C)C=C1N2CC(C)CCC2
7738,BTB04385,O=[N+]([O-])C(C=C1[N+]([O-])=O)=C(C=C1C)N2CCCCC2
7739,BTB04401,O=[N+]([O-])C(C=C1[N+]([O-])=O)=C(C=C1C)N2CCCC2
7740,BTB04415,O=[N+]([O-])C(C=C1[N+]([O-])=O)=C(C=C1C)N2CCOCC2
7741,BTB04277,O=C1/C(C(C=CC=C2)=C2N1)=C/C3=C(OC)C=CC(OC)=C3
7742,BTB04290,O=C1/C(C(C=CC=C2)=C2N1)=C/C3=C(OC)C(OC)=CC=C3
7743,BTB04318,COC(C=C(C=C1)CC/N=C/C2=CC(OCO3)=C3C=C2)=C1OC
7744,BTB04331,S=C(NC1=CC=CC(OC)=C1)NC(CC2=CC=CC=C2)C3=CC=CC=C3
7745,BTB04346,S=C(NCCO)NC1=CC(OC)=CC=C1
7746,BTB04361,S=C(NC1=CC=C(O)C=C1)NC2=CC(OC)=CC=C2
7747,BTB04375,S=C(NC1=CC=CC(C(F)(F)F)=C1)NC2=CC(C(F)(F)F)=CC=C2
7748,BTB04386,S=C(NC(C)(C)CCO)NC1=CC(OC)=CC=C1
7749,BTB04406,S=C(NC(C)(C)CC)NC1=CC(OC)=CC=C1
7750,BTB04416,S=C(NCCCN(C)C)NC1=CC=CC(OC)=C1
7751,SP00959,FC(F)(F)C1=C(C=CC=C1)NC(NC2=CC(C(F)(F)F)=CC=C2)=S
7752,SP00980,CC(C1)(C)CC(CC1C)NC(NC2=CC(OC)=CC=C2)=S
7753,SP00991,S=C(NCCCC)NC1=CC(OC)=CC=C1
7754,SP01003,ClC1=CC(Br)=CC=C1NC(NC2=CC(OC)=CC=C2)=S
7755,SP01017,CC(C#C)(C)NC(NC(C)(C)C)=O
7756,SP01029,S=C(NNC(C=C1)=CC=C1[N+]([O-])=O)NC2=CC(OC)=CC=C2
7757,SP01051,S=C(NC1CCCCCCCCCCC1)NC2=CC(OC)=CC=C2
7758,SP01061,COC1=C(OC)C=CC(CCNC(NC(C)(C)C)=O)=C1
7759,SP01070,O=C(NC(C)(C)C)NC1C(CNC(NC(C)(C)C)=O)CCC1
7760,SP00945,O=C(NC(C)(C)C)NCCCN1CCOCC1
7761,SP00965,CC(NC(NC(C)(C)C)=O)C1=CC=CC=C1
7762,SP00981,O=C(NCC1=CC=NC=C1)NC(C)(C)C
7763,SP00993,O=C(NC(C)(C)C)NCC1=CC=CN=C1
7764,SP01004,O=C(NC1=O)C(C(N1)=O)=CC(C=C2)=CC=C2F
